"","Time","RadioId","TagId","TagRSSI","NodeId","Validated"
"1265",2025-02-26 19:53:52,2,"1E66192A",-109,"3b42e6",1
"1266",2025-02-26 19:53:56,2,"1E78191E",-97,"3b42e6",1
"1267",2025-02-26 19:54:38,2,"2D4B5519",-87,"328f8e",1
"1268",2025-02-26 19:54:34,2,"1E78191E",-89,"328f8e",1
"1269",2025-02-26 19:53:57,2,"1E66192A",-105,"3b42e6",1
"1270",2025-02-26 19:54:33,2,"2D4B5519",-91,"328f8e",1
"1271",2025-02-26 19:54:01,2,"2D4B5519",-108,"3b42e6",1
"1272",2025-02-26 19:54:29,2,"1E66192A",-84,"328f8e",1
"1273",2025-02-26 19:54:01,2,"1E78191E",-99,"3b42e6",1
"1274",2025-02-26 19:54:28,2,"2D4B5519",-89,"328f8e",1
"1275",2025-02-26 19:54:02,2,"1E66192A",-109,"3b42e6",1
"1276",2025-02-26 19:54:23,2,"2D4B5519",-90,"328f8e",1
"1277",2025-02-26 19:54:06,2,"2D4B5519",-106,"3b42e6",1
"1278",2025-02-26 19:54:18,2,"1E78191E",-86,"328f8e",1
"1279",2025-02-26 19:54:07,2,"1E78191E",-96,"3b42e6",1
"1280",2025-02-26 19:54:07,2,"1E66192A",-106,"3b42e6",1
"1281",2025-02-26 19:54:12,2,"1E78191E",-97,"3b42e6",1
"1282",2025-02-26 19:54:12,2,"1E66192A",-106,"3b42e6",1
"1283",2025-02-26 19:54:17,2,"1E78191E",-100,"3b42e6",1
"1284",2025-02-26 19:54:17,2,"1E66192A",-108,"3b42e6",1
"1285",2025-02-26 19:54:22,2,"1E66192A",-106,"3b42e6",1
"1286",2025-02-26 19:54:27,2,"2D4B5519",-106,"3b42e6",1
"1287",2025-02-26 19:54:28,2,"1E78191E",-106,"3b42e6",1
"1288",2025-02-26 19:54:32,2,"2D4B5519",-103,"3b42e6",1
"1289",2025-02-26 19:54:33,2,"1E66192A",-106,"3b42e6",1
